time,a,e,radius1,radius2,m1,m2,stype1,stype2,eventString,dm1,dm2,stype_pair
3.4727315988030942,532.1877542502243,0.0,1.58472405802076,63.885693385093994,22.197066017288225,30.58729542098936,7,2,HeMS + HG,0.0,0.0,
3.4727340790940033,443.1021064490321,0.0,1.5888393039362376,1.7248302632135453,22.3038231798769,27.20016623524331,7,7,HeMS + HeMS,0.0,0.0,"(7, 7)"
3.482761337584003,451.907996123869,0.0,1.5758462215897575,1.709146456794915,21.89526973966836,26.687988053269443,7,7,HeMS + HeMS,0.0,0.0,"(7, 7)"
3.493379996510003,461.296462564649,0.0,1.5623929565180652,1.6929414231280941,21.47566261753151,26.159268714539255,7,7,HeMS + HeMS,0.0,0.0,"(7, 7)"
3.5040699137820033,470.8134538872371,0.0,1.5491325371969573,1.6770423266381314,21.06636595256035,25.641023906008485,7,7,HeMS + HeMS,0.0,0.0,"(7, 7)"
3.514837125638002,480.4651440888042,0.0,1.5360235694758015,1.6614430256944668,20.666989248309946,25.133046115526774,7,7,HeMS + HeMS,0.0,0.0,"(7, 7)"
3.525687645871002,490.2574516822785,0.0,1.523019695113359,1.6461372784611572,20.277163545605703,24.635131941634942,7,7,HeMS + HeMS,0.0,0.0,"(7, 7)"
3.536627484154002,500.1960787359643,0.0,1.510068843402063,1.6311185153775711,19.896539826011033,24.14708201286208,7,7,HeMS + HeMS,0.0,0.0,"(7, 7)"
3.5476626633070025,510.28654526613605,0.0,1.4971124230840744,1.6163795464538577,19.524787564869023,23.668700907188775,7,7,HeMS + HeMS,0.0,0.0,"(7, 7)"
3.558799235628003,520.5342195841091,0.0,1.4840844472368502,1.6019122011099551,19.161593418848494,23.199797074149327,7,7,HeMS + HeMS,0.0,0.0,"(7, 7)"
3.5694784476470027,530.4199009312536,0.0,1.4715739927957308,1.5884111073861729,18.82421492692615,22.762945704088686,7,7,HeMS + HeMS,0.0,0.0,"(7, 7)"
3.5808303286370027,540.9891198219709,0.0,1.458184153051923,1.574444127621639,18.476867418270444,22.311985909903562,7,7,HeMS + HeMS,0.0,0.0,"(7, 7)"
3.592301775742003,551.730743876641,0.0,1.444475470703497,1.5607144565724536,18.137242774503918,21.869960141056456,7,7,HeMS + HeMS,0.0,0.0,"(7, 7)"
3.603899104510002,562.6497779899167,0.0,1.4303426037266418,1.5472050917573446,17.805084814527998,21.436691404521145,7,7,HeMS + HeMS,0.0,0.0,"(7, 7)"
3.615628732039003,573.7511827320831,0.0,1.4156671935891563,1.5338951295980283,17.480149562913123,21.012006213463266,7,7,HeMS + HeMS,0.0,0.0,"(7, 7)"
3.627497190483002,585.0398898152006,0.0,1.4003163962824265,1.5207589026804398,17.16220448324956,20.595734518144067,7,7,HeMS + HeMS,0.0,0.0,"(7, 7)"
3.6395111404190015,596.5208160871772,0.0,1.384141271751167,1.5077650056937681,16.851027773156197,20.187709637689828,7,7,HeMS + HeMS,0.0,0.0,"(7, 7)"
3.651677384131,608.1988762322162,0.0,1.3669750164360854,1.4948751990332727,16.54640771535181,19.78776819326151,7,7,HeMS + HeMS,0.0,0.0,"(7, 7)"
3.663382712632001,619.4801133340901,0.0,1.34957931822105,1.4826842250530639,16.26290746284673,19.4151652080642,7,7,HeMS + HeMS,0.0,0.0,"(7, 7)"
3.675866093105002,631.5567655248642,0.0,1.3299236705190518,1.469855623140936,15.970499356122343,19.030528745801384,7,7,HeMS + HeMS,0.0,0.0,"(7, 7)"
3.6885227874420017,643.8451440065857,0.0,1.3086611636494883,1.456965937401184,15.684076555415821,18.653512368455505,7,7,HeMS + HeMS,0.0,0.0,"(7, 7)"
3.7013602879860015,656.3502591242616,0.0,1.2855335092689448,1.4439363865650352,15.403461753770104,18.283965113568325,7,7,HeMS + HeMS,0.0,0.0,"(7, 7)"
3.7143862953830022,669.0771678375239,0.0,1.260252859871347,1.4306736405911729,15.128485178229989,17.921739009200902,7,7,HeMS + HeMS,0.0,0.0,"(7, 7)"
3.7276087325560017,682.0309814701765,0.0,1.2324986943803795,1.4170676757376994,14.858984181851541,17.566689015205075,7,7,HeMS + HeMS,0.0,0.0,"(7, 7)"
3.7410357590080014,695.2168729853489,0.0,1.2019143872308837,1.4029893801372615,14.594802863753765,17.218672964670077,7,7,HeMS + HeMS,0.0,0.0,"(7, 7)"
3.754560150470002,708.5260938648414,0.0,1.1684024830961581,1.3884146977516272,14.337950639840976,16.8803943607044,7,7,HeMS + HeMS,0.0,0.0,"(7, 7)"
3.754561150470002,708.5270779897336,0.0,1.1684011361963482,1.388413603107652,14.337931997384443,16.880369812887654,8,7,HeHG + HeMS,0.0,0.0,"(8, 7)"
3.754904977668502,708.8693123856692,0.0,1.1697849252205832,1.3880365347292616,14.331522234757934,16.871929627982205,8,7,HeHG + HeMS,0.0,0.0,
