tstart dt tend dta dtb Ka Kb Ma Mb Mca Mcb binary Ra Rb RFa RFb Rla Rlb La Lb Ta Tb a per e wa wb worb wps wbreaka wbreakb Va Vb mt ce sn mttype aspina aspinb other
3.138869673 0.0070126 3.145882 0.0355406 0.0351541 1 1 90.186046 93.980990 0.000 0.000 1 66.049296 63.779052 66.049296 63.779052 135.205 138.031 2.27835e+06 2.42094e+06 27581.1 27581.1 1126.68 465138 0.680000 774760 2.74338e+06 7.10478e+06 5.08721e+07 3.50279e+08 3.76833e+08 1.12858 3.858887 0 0 0 0 -1.000000000000 -1.000000000000 0
3.145882275 0.0351541 3.181036 0.0358502 0.035428 1 1 87.413275 91.250734 0.000 0.000 1 67.986161 65.662401 67.986161 65.662401 136.438 139.032 2.17525e+06 2.31995e+06 26872.5 26872.5 1135.9 478056 0.680000 729139 2.52421e+06 6.91279e+06 4.94974e+07 3.30221e+08 3.55459e+08 1.09327 3.655440 0 0 0 0 -1.000000000000 -1.000000000000 0
3.145882275 0.00703081 3.152913 0.0355998 0.0351589 1 1 89.638470 93.930751 0.000 0.000 1 66.437260 64.594995 66.437260 64.594995 136.438 139.032 2.25806e+06 2.42436e+06 27439 27439 1135.9 471626 0.680000 729139 2.52421e+06 7.00705e+06 5.01723e+07 3.46159e+08 3.69617e+08 1.06837 3.596017 0 0 0 0 -1.000000000000 -1.000000000000 0
3.152913088 0.00439487 3.157308 0.0356025 0.0352233 1 1 89.613743 93.271527 0.000 0.000 1 67.003034 64.542776 67.003034 64.542776 136.709 139.662 2.26023e+06 2.39659e+06 27329.5 27329.5 1139.61 474821 0.680000 685882 2.45036e+06 6.9599e+06 4.98347e+07 3.41737e+08 3.68765e+08 1.01354 3.488000 0 0 0 0 -1.000000000000 -1.000000000000 0
3.157307954 0.00440291 3.161711 0.0356752 0.0352263 1 1 88.953314 93.241369 0.000 0.000 1 66.928134 65.066105 66.928134 65.066105 137.435 139.97 2.23267e+06 2.39875e+06 27261 27261 1143.88 478396 0.680000 672878 2.31834e+06 6.90788e+06 4.94622e+07 3.41047e+08 3.64266e+08 0.993215 3.326826 0 0 0 0 -1.000000000000 -1.000000000000 0
3.161710867 0.00593022 3.167641 0.0357753 0.0353151 1 1 88.063781 92.351850 0.000 0.000 1 66.819399 64.990889 66.819399 64.990889 137.732 140.727 2.19567e+06 2.36134e+06 27169.5 27169.5 1148.22 483490 0.680000 635151 2.27536e+06 6.8351e+06 4.89411e+07 3.40166e+08 3.63154e+08 0.936003 3.261371 0 0 0 0 -1.000000000000 -1.000000000000 0
3.167641091 0.0353151 3.202956 0.0360792 0.035614 1 1 85.496858 89.507999 0.000 0.000 1 69.024527 66.842273 69.024527 66.842273 139.082 142.137 2.10236e+06 2.25498e+06 26443.3 26443.3 1159.6 498222 0.680000 586811 2.10849e+06 6.63299e+06 4.74939e+07 3.19239e+08 3.42768e+08 0.893304 3.108279 0 0 0 0 -1.000000000000 -1.000000000000 0
3.167641091 0.00706301 3.174704 0.0357797 0.0353713 1 1 88.025506 91.799133 0.000 0.000 1 67.750317 65.370331 67.750317 65.370331 139.082 142.137 2.19906e+06 2.34084e+06 26992.6 26992.6 1159.6 491500 0.680000 586811 2.10849e+06 6.72371e+06 4.81435e+07 3.33107e+08 3.58917e+08 0.876814 3.039831 0 0 0 0 -1.000000000000 -1.000000000000 0
3.174704104 0.00611995 3.180824 0.0358816 0.0354667 1 1 87.143915 90.881142 0.000 0.000 1 67.669518 65.280559 67.669518 65.280559 139.719 142.425 2.16263e+06 2.3024e+06 26896.1 26896.1 1163.42 496419 0.680000 568824 1.98497e+06 6.65708e+06 4.76664e+07 3.32028e+08 3.57855e+08 0.848924 2.857823 0 0 0 0 -1.000000000000 -1.000000000000 0
3.180824050 0.0354667 3.216291 0.0362082 0.0357525 1 1 84.463362 88.264279 0.000 0.000 1 69.810989 67.383545 69.810989 67.383545 141.138 143.872 2.06415e+06 2.2069e+06 26173.6 26173.6 1175.24 511674 0.680000 524986 1.83291e+06 6.45861e+06 4.62453e+07 3.11957e+08 3.36285e+08 0.808295 2.723918 0 0 0 0 -1.000000000000 -1.000000000000 0
3.180824050 0.00709334 3.187917 0.0359466 0.0354712 1 1 86.593091 90.838385 0.000 0.000 1 68.073938 66.160548 68.073938 66.160548 141.138 143.872 2.14225e+06 2.3059e+06 26752.7 26752.7 1175.24 504846 0.680000 524986 1.83291e+06 6.54596e+06 4.68708e+07 3.28032e+08 3.50657e+08 0.788183 2.674479 0 0 0 0 -1.000000000000 -1.000000000000 0
3.187917394 0.0044339 3.192351 0.0359494 0.035542 1 1 86.569834 90.173305 0.000 0.000 1 68.680564 66.091750 68.680564 66.091750 141.42 144.547 2.14433e+06 2.27807e+06 26640.8 26640.8 1179.18 508373 0.680000 492704 1.77779e+06 6.50055e+06 4.65456e+07 3.23652e+08 3.49917e+08 0.746308 2.591347 0 0 0 0 -1.000000000000 -1.000000000000 0
3.192351297 0.00444274 3.196794 0.0360295 0.0355447 1 1 85.903431 90.147723 0.000 0.000 1 68.584849 66.656272 68.584849 66.656272 142.203 144.878 2.11675e+06 2.28028e+06 26573.2 26573.2 1183.78 512356 0.680000 483012 1.67851e+06 6.45002e+06 4.61838e+07 3.23079e+08 3.45432e+08 0.730608 2.467535 0 0 0 0 -1.000000000000 -1.000000000000 0
3.196794041 0.00444309 3.201237 0.0360323 0.035617 1 1 85.880490 89.481272 0.000 0.000 1 69.203350 66.583705 69.203350 66.583705 142.519 145.694 2.1188e+06 2.25243e+06 26460.6 26460.6 1188.44 516398 0.680000 454927 1.64649e+06 6.39954e+06 4.58223e+07 3.18715e+08 3.44715e+08 0.694331 2.417831 0 0 0 0 -1.000000000000 -1.000000000000 0
3.201237129 0.00445212 3.205689 0.0361142 0.0356197 1 1 85.212680 89.456302 0.000 0.000 1 69.102657 67.159776 69.102657 67.159776 143.316 146.031 2.09121e+06 2.25463e+06 26393.2 26393.2 1193.12 520481 0.680000 445889 1.55377e+06 6.34933e+06 4.54628e+07 3.18168e+08 3.40242e+08 0.679548 2.301408 0 0 0 0 -1.000000000000 -1.000000000000 0
3.205689251 0.00445246 3.210142 0.036117 0.0356936 1 1 85.190057 88.788444 0.000 0.000 1 69.733284 67.083242 69.733284 67.083242 143.637 146.862 2.09324e+06 2.22676e+06 26280 26280 1197.86 524624 0.680000 419738 1.52385e+06 6.29918e+06 4.51037e+07 3.1382e+08 3.3955e+08 0.64553 2.254524 0 0 0 0 -1.000000000000 -1.000000000000 0
3.210141714 0.00591923 3.216061 0.0362242 0.035794 1 1 84.336964 87.900560 0.000 0.000 1 69.631913 66.973550 69.631913 66.973550 144.448 147.204 2.05823e+06 2.18983e+06 26188.5 26188.5 1202.63 530418 0.679999 411317 1.4373e+06 6.23038e+06 4.46111e+07 3.12927e+08 3.38678e+08 0.631659 2.122995 0 0 0 0 -1.000000000000 -1.000000000000 0
3.216060947 0.035794 3.251855 0.0366404 0.0361165 1 1 81.219637 85.194792 0.000 0.000 1 71.355595 69.098574 71.355595 69.098574 145.915 148.7 1.94048e+06 2.09046e+06 25492 25492 1214.84 547862 0.679999 379831 1.32793e+06 6.032e+06 4.31907e+07 2.96029e+08 3.18163e+08 0.597745 2.023682 0 0 0 0 -1.000000000000 -1.000000000000 0
3.216060947 0.0071588 3.223220 0.0362954 0.0357984 1 1 83.782265 87.861902 0.000 0.000 1 70.057013 67.922175 70.057013 67.922175 145.915 148.7 2.03775e+06 2.19327e+06 26043.7 26043.7 1214.84 539451 0.679999 379831 1.32793e+06 6.12605e+06 4.38641e+07 3.09062e+08 3.31535e+08 0.586867 1.989229 0 0 0 0 -1.000000000000 -1.000000000000 0
3.223219742 0.00558549 3.228805 0.0364052 0.0358957 1 1 82.944442 87.024087 0.000 0.000 1 69.908179 67.812300 69.908179 67.812300 146.213 149.424 2.00342e+06 2.15848e+06 25960.9 25960.9 1219.05 544922 0.679999 355612 1.28657e+06 6.06455e+06 4.34237e+07 3.08495e+08 3.30753e+08 0.548279 1.924152 0 0 0 0 -1.000000000000 -1.000000000000 0
3.228805229 0.0358957 3.264701 0.0367578 0.0362232 1 1 80.391552 84.345276 0.000 0.000 1 72.348949 70.027583 72.348949 70.027583 147.645 150.92 1.91138e+06 2.06035e+06 25220.9 25220.9 1231.13 561753 0.679999 328893 1.19341e+06 5.88284e+06 4.21226e+07 2.88472e+08 3.10294e+08 0.524789 1.843137 0 0 0 0 -1.000000000000 -1.000000000000 0
3.228805229 0.00717913 3.235984 0.0364098 0.0359617 1 1 82.910022 86.466653 0.000 0.000 1 70.963439 68.223331 70.963439 68.223331 147.645 150.92 2.00655e+06 2.13786e+06 25777.2 25777.2 1231.13 554005 0.679999 328893 1.19341e+06 5.96511e+06 4.27117e+07 3.01577e+08 3.26717e+08 0.514739 1.795649 0 0 0 0 -1.000000000000 -1.000000000000 0
3.235984359 0.00449521 3.240480 0.0365003 0.0359645 1 1 82.235745 86.443136 0.000 0.000 1 70.837403 68.841334 70.837403 68.841334 148.367 151.242 1.97896e+06 2.13996e+06 25711 25711 1235.44 558068 0.679999 318131 1.11902e+06 5.92169e+06 4.24008e+07 3.0115e+08 3.22283e+08 0.497012 1.698970 0 0 0 0 -1.000000000000 -1.000000000000 0
3.240479569 0.00449556 3.244975 0.0365032 0.0360459 1 1 82.214540 85.768814 0.000 0.000 1 71.513126 68.743736 71.513126 68.743736 148.712 152.141 1.9809e+06 2.11205e+06 25595.5 25595.5 1240.56 562703 0.679999 298767 1.09665e+06 5.87291e+06 4.20516e+07 2.96853e+08 3.21708e+08 0.471212 1.662647 0 0 0 0 -1.000000000000 -1.000000000000 0
3.244975130 0.00450574 3.249481 0.0365959 0.0360487 1 1 81.538689 85.745616 0.000 0.000 1 71.380686 69.374161 71.380686 69.374161 149.59 152.51 1.95331e+06 2.11413e+06 25529.5 25529.5 1245.71 567390 0.679999 292551 1.03203e+06 5.82439e+06 4.17042e+07 2.96454e+08 3.17289e+08 0.460554 1.579023 0 0 0 0 -1.000000000000 -1.000000000000 0
3.249480866 0.00450609 3.253987 0.0365988 0.036132 1 1 81.517801 85.069715 0.000 0.000 1 72.069668 69.271400 72.069668 69.271400 149.94 153.427 1.95522e+06 2.08621e+06 25413.4 25413.4 1250.92 572151 0.679999 274582 1.01119e+06 5.77593e+06 4.13572e+07 2.92175e+08 3.1674e+08 0.436438 1.544841 0 0 0 0 -1.000000000000 -1.000000000000 0
3.253986955 0.00567132 3.259658 0.0367135 0.0362392 1 1 80.701550 84.219018 0.000 0.000 1 71.938033 69.133377 71.938033 69.133377 150.834 153.802 1.92213e+06 2.0512e+06 25328.4 25328.4 1256.17 578654 0.679999 268813 951067 5.71102e+06 4.08923e+07 2.91507e+08 3.16097e+08 0.426488 1.450097 0 0 0 0 -1.000000000000 -1.000000000000 0
3.259658272 0.0362392 3.295898 0.0285129 0.036584 1 1 77.793516 81.624945 0.000 0.000 1 73.684892 71.546327 73.684892 71.546327 152.366 155.365 1.81986e+06 1.95742e+06 24686.6 24686.6 1268.93 597546 0.679999 248432 879356 5.53046e+06 3.95995e+07 2.7609e+08 2.95581e+08 0.403724 1.387555 0 0 0 0 -1.000000000000 -1.000000000000 0
3.259658272 0.00724785 3.266906 0.0367939 0.0362438 1 1 80.141539 84.183154 0.000 0.000 1 72.383188 70.171012 72.383188 70.171012 152.366 155.365 1.90157e+06 2.05444e+06 25182.6 25182.6 1268.93 588558 0.679999 248432 879356 5.61491e+06 4.02042e+07 2.87818e+08 3.09045e+08 0.396591 1.360882 0 0 0 0 -1.000000000000 -1.000000000000 0
3.266906122 0.00453048 3.271437 0.0367968 0.0363316 1 1 80.121285 83.503589 0.000 0.000 1 73.098041 70.054922 73.098041 70.054922 152.69 156.161 1.90344e+06 2.02652e+06 25065.3 25065.3 1273.54 593033 0.679999 231841 850641 5.57255e+06 3.99009e+07 2.83571e+08 3.08561e+08 0.37376 1.314265 0 0 0 0 -1.000000000000 -1.000000000000 0
3.271436601 0.00454145 3.275978 0.0368967 0.0363345 1 1 79.440077 83.481471 0.000 0.000 1 72.944174 70.719995 72.944174 70.719995 153.621 156.551 1.87584e+06 2.02852e+06 25000.2 25000.2 1279 598136 0.679999 226875 799064 5.525e+06 3.95604e+07 2.83257e+08 3.04178e+08 0.364985 1.246299 0 0 0 0 -1.000000000000 -1.000000000000 0
3.275978051 0.00454181 3.280520 0.0368996 0.0364244 1 1 79.420142 82.800212 0.000 0.000 1 73.673069 70.597868 73.673069 70.597868 153.993 157.524 1.87769e+06 2.00059e+06 24882.4 24882.4 1284.53 603322 0.679999 212542 782460 5.47751e+06 3.92204e+07 2.79028e+08 3.03721e+08 0.345343 1.218293 0 0 0 0 -1.000000000000 -1.000000000000 0
3.280519862 0.00455305 3.285073 0.037002 0.0364273 1 1 78.737194 82.778414 0.000 0.000 1 73.511412 71.276367 73.511412 71.276367 154.943 157.922 1.85009e+06 2.00257e+06 24817.7 24817.7 1290.09 608570 0.679999 207945 734577 5.43028e+06 3.88822e+07 2.78743e+08 2.99355e+08 0.337132 1.154732 0 0 0 0 -1.000000000000 -1.000000000000 0
3.285072910 0.00508748 3.290160 0.034143 0.0365303 1 1 78.540351 82.015307 0.000 0.000 1 74.087430 71.132465 74.087430 71.132465 155.321 158.914 1.84496e+06 1.97136e+06 24703.9 24703.9 1295.73 614394 0.679999 194682 719155 5.3788e+06 3.85136e+07 2.75154e+08 2.98877e+08 0.318104 1.128206 0 0 0 0 -1.000000000000 -1.000000000000 0
3.290160391 0.034143 3.324303 0.000134263 0.0368879 1 1 77.281245 79.499479 0.000 0.000 1 53.768551 73.400969 53.768551 73.400969 156.495 159.622 1.90476e+06 1.87986e+06 29230.5 29230.5 1303.5 627348 0.679999 187867 669470 5.26773e+06 3.77183e+07 4.4146e+08 2.80722e+08 0.22278 1.083755 0 0 0 0 -1.000000000000 -1.000000000000 0
3.290160391 0.00682861 3.296989 0.0274161 0.0366031 1 1 77.694716 81.487141 0.000 0.000 1 73.581517 71.547616 73.581517 71.547616 156.495 159.622 1.81754e+06 1.95192e+06 24696 24696 1303.5 622599 0.679999 187867 669470 5.30792e+06 3.80061e+07 2.76496e+08 2.95324e+08 0.304872 1.056391 0 0 0 0 -1.000000000000 -1.000000000000 0
3.296988997 0.0274161 3.324405 3.35799e-05 0.0369326 1 1 77.270762 79.198607 0.000 0.000 1 53.606162 73.014769 53.606162 73.014769 157.693 161.165 1.90488e+06 1.86654e+06 29275.2 29275.2 1314.8 636155 0.679999 174321 627848 5.19481e+06 3.71962e+07 4.43437e+08 2.82416e+08 0.206092 1.011029 0 0 0 0 -1.000000000000 -1.000000000000 0
3.324405092 3.35799e-05 3.324439 2.98678e-05 0.0369328 2 1 77.270557 79.197293 34.066 0.000 1 51.472374 73.018560 51.472374 73.018560 161.302 163.128 1.90507e+06 1.8665e+06 29876.6 29876.6 1337.79 652917 0.679999 318336 463005 5.06145e+06 3.62413e+07 4.71294e+08 2.82391e+08 0.361375 0.745619 0 0 0 0 -1.000000000000 -1.000000000000 0
3.324438672 2.98678e-05 3.324469 2.98678e-05 0.036933 2 1 77.270365 79.196124 34.073 0.000 1 53.355704 73.021932 53.355704 73.021932 161.304 163.129 1.90579e+06 1.86647e+06 29347.4 29347.4 1337.81 652929 0.679999 464225 462897 5.06135e+06 3.62406e+07 4.46562e+08 2.8237e+08 0.54627 0.745479 0 0 0 0 -1.000000000000 -1.000000000000 0
3.324468540 2.98678e-05 3.324498 2.98679e-05 0.0369331 2 1 77.270185 79.194954 34.079 0.000 1 55.307960 73.025304 55.307960 73.025304 161.305 163.13 1.90652e+06 1.86644e+06 28827.5 28827.5 1337.82 652940 0.679999 432157 462800 5.06126e+06 3.62399e+07 4.23127e+08 2.82348e+08 0.527142 0.745358 0 0 0 0 -1.000000000000 -1.000000000000 0
3.324498408 2.98679e-05 3.324528 2.98679e-05 0.0369333 2 1 77.270017 79.193785 34.086 0.000 1 57.331664 73.028677 57.331664 73.028677 161.307 163.131 1.90724e+06 1.8664e+06 28316.8 28316.8 1337.83 652952 0.679999 402301 462704 5.06118e+06 3.62393e+07 4.00922e+08 2.82327e+08 0.508679 0.745238 0 0 0 0 -1.000000000000 -1.000000000000 0
3.324528276 2.98679e-05 3.324558 2.9868e-05 0.0369335 2 1 77.269862 79.192616 34.093 0.000 1 59.429432 73.032050 59.429432 73.032050 161.309 163.132 1.90797e+06 1.86637e+06 27815.2 27815.2 1337.84 652963 0.679999 374504 462608 5.06109e+06 3.62387e+07 3.79882e+08 2.82305e+08 0.490858 0.745117 0 0 0 0 -1.000000000000 -1.000000000000 0
3.324558144 2.9868e-05 3.324588 2.9868e-05 0.0369337 2 1 77.269718 79.191447 34.100 0.000 1 61.603973 73.035423 61.603973 73.035423 161.311 163.133 1.90869e+06 1.86633e+06 27322.5 27322.5 1337.85 652974 0.679999 348625 462511 5.06101e+06 3.62381e+07 3.59946e+08 2.82283e+08 0.473658 0.744996 0 0 0 0 -1.000000000000 -1.000000000000 0
3.324588012 2.9868e-05 3.324618 2.98681e-05 0.0369338 2 1 77.269577 79.190278 34.106 0.000 1 63.858089 73.038796 63.858089 73.038796 161.313 163.134 1.90942e+06 1.8663e+06 26838.5 26838.5 1337.86 652985 0.679999 324531 462415 5.06092e+06 3.62375e+07 3.41057e+08 2.82262e+08 0.457057 0.744875 0 0 0 0 -1.000000000000 -1.000000000000 0
3.324617880 2.98681e-05 3.324648 2.98681e-05 0.036934 2 1 77.269435 79.189108 34.113 0.000 1 66.194687 73.042170 66.194687 73.042170 161.315 163.135 1.91015e+06 1.86627e+06 26363.1 26363.1 1337.88 652996 0.679999 302100 462319 5.06084e+06 3.62369e+07 3.23158e+08 2.8224e+08 0.441034 0.744755 0 0 0 0 -1.000000000000 -1.000000000000 0
3.324647748 2.98681e-05 3.324678 2.98682e-05 0.0369342 2 1 77.269294 79.187939 34.120 0.000 1 68.616787 73.045545 68.616787 73.045545 161.317 163.136 1.91088e+06 1.86623e+06 25896.1 25896.1 1337.89 653007 0.679999 281217 462223 5.06075e+06 3.62363e+07 3.06199e+08 2.82218e+08 0.425569 0.744634 0 0 0 0 -1.000000000000 -1.000000000000 0
3.324677616 2.98682e-05 3.324707 2.98682e-05 0.0369344 2 1 77.269152 79.186770 34.126 0.000 1 71.127518 73.048919 71.127518 73.048919 161.318 163.136 1.91161e+06 1.8662e+06 25437.3 25437.3 1337.9 653018 0.679999 261776 462126 5.06067e+06 3.62357e+07 2.9013e+08 2.82197e+08 0.410644 0.744513 0 0 0 0 -1.000000000000 -1.000000000000 0
3.324707484 2.98682e-05 3.324737 2.98688e-05 0.0369345 2 1 77.267180 79.185601 34.132 0.000 1 73.727828 73.052294 73.727828 73.052294 161.32 163.137 1.91225e+06 1.86616e+06 24986.8 24986.8 1337.91 653032 0.679999 243677 462030 5.06055e+06 3.62348e+07 2.74914e+08 2.82175e+08 0.396227 0.744393 0 0 0 0 -1.000000000000 -1.000000000000 0
3.324737352 2.98688e-05 3.324767 2.98702e-05 0.0369347 2 1 77.262700 79.184432 34.136 0.000 1 76.419949 73.055670 76.419949 73.055670 161.323 163.141 1.91278e+06 1.86613e+06 24544.5 24544.5 1337.94 653064 0.679999 226780 461934 5.06031e+06 3.62331e+07 2.60508e+08 2.82153e+08 0.382216 0.744272 0 0 0 0 -1.000000000000 -1.000000000000 0
3.324767221 2.98702e-05 3.324797 2.98715e-05 0.0369349 2 1 77.258219 79.183263 34.140 0.000 1 79.210426 73.059046 79.210426 73.059046 161.327 163.148 1.91331e+06 1.8661e+06 24109.9 24109.9 1337.98 653111 0.679999 210991 461838 5.05994e+06 3.62305e+07 2.46857e+08 2.82132e+08 0.36859 0.744152 0 0 0 0 -1.000000000000 -1.000000000000 0
3.324797091 2.98715e-05 3.324827 2.98729e-05 0.0369351 2 1 77.253738 79.182094 34.145 0.000 1 82.102855 73.062422 82.102855 73.062422 161.331 163.156 1.91384e+06 1.86606e+06 23683.1 23683.1 1338.03 653158 0.679999 196300 461742 5.05958e+06 3.62279e+07 2.33921e+08 2.8211e+08 0.355448 0.744031 0 0 0 0 -1.000000000000 -1.000000000000 0
3.324826963 2.98729e-05 3.324857 2.98742e-05 0.0369352 2 1 77.249258 79.180925 34.149 0.000 1 85.100961 73.065799 85.100961 73.065799 161.336 163.163 1.91437e+06 1.86603e+06 23263.7 23263.7 1338.08 653205 0.679999 182630 461645 5.05921e+06 3.62252e+07 2.21662e+08 2.82089e+08 0.342772 0.743910 0 0 0 0 -1.000000000000 -1.000000000000 0
3.324856836 2.98742e-05 3.324887 2.98756e-05 0.0369354 2 1 77.244776 79.179756 34.153 0.000 1 88.208609 73.069177 88.208609 73.069177 161.34 163.171 1.9149e+06 1.86599e+06 22851.9 22851.9 1338.13 653253 0.679999 169912 461549 5.05885e+06 3.62226e+07 2.10046e+08 2.82067e+08 0.330547 0.743790 0 0 0 0 -1.000000000000 -1.000000000000 0
3.324886710 2.98756e-05 3.324917 2.98769e-05 0.0369356 2 1 77.240295 79.178587 34.157 0.000 1 91.429803 73.072555 91.429803 73.072555 161.344 163.178 1.91543e+06 1.86596e+06 22447.3 22447.3 1338.18 653300 0.679999 158078 461453 5.05848e+06 3.622e+07 1.99038e+08 2.82045e+08 0.318756 0.743669 0 0 0 0 -1.000000000000 -1.000000000000 0
3.324916585 2.98769e-05 3.324946 2.98783e-05 0.0369358 2 1 77.235814 79.177418 34.161 0.000 1 94.768694 73.075933 94.768694 73.075933 161.348 163.186 1.91596e+06 1.86593e+06 22049.8 22049.8 1338.23 653347 0.679999 147068 461357 5.05812e+06 3.62174e+07 1.88607e+08 2.82024e+08 0.307383 0.743549 0 0 0 0 -1.000000000000 -1.000000000000 0
3.324946462 2.98783e-05 3.324976 2.98797e-05 0.0369359 2 1 77.231332 79.176249 34.165 0.000 1 98.229584 73.079312 98.229584 73.079312 161.353 163.193 1.91649e+06 1.86589e+06 21659.4 21659.4 1338.27 653394 0.679999 136823 461261 5.05775e+06 3.62148e+07 1.78723e+08 2.82002e+08 0.296416 0.743428 0 0 0 0 -1.000000000000 -1.000000000000 0
3.324976341 2.98797e-05 3.325006 2.9881e-05 0.0369361 2 1 77.226850 79.175080 34.169 0.000 1 101.816933 73.082692 101.816933 73.082692 161.357 163.201 1.91702e+06 1.86586e+06 21275.9 21275.9 1338.32 653441 0.679999 127292 461165 5.05738e+06 3.62122e+07 1.69356e+08 2.8198e+08 0.285838 0.743308 0 0 0 0 -1.000000000000 -1.000000000000 0
3.325006220 2.9881e-05 3.325036 2.98824e-05 0.0369363 2 1 77.222368 79.173911 34.173 0.000 1 105.535366 73.086072 105.535366 73.086072 161.361 163.208 1.91755e+06 1.86582e+06 20899.1 20899.1 1338.37 653489 0.679999 118424 461069 5.05702e+06 3.62095e+07 1.6048e+08 2.81959e+08 0.275636 0.743187 0 0 0 0 -1.000000000000 -1.000000000000 0
3.325036101 2.98824e-05 3.325066 2.98837e-05 0.0369365 2 1 77.217885 79.172742 34.178 0.000 1 109.389673 73.089452 109.389673 73.089452 161.365 163.216 1.91808e+06 1.86579e+06 20529.1 20529.1 1338.42 653536 0.679999 110174 460973 5.05665e+06 3.62069e+07 1.52069e+08 2.81937e+08 0.265798 0.743067 0 0 0 0 -1.000000000000 -1.000000000000 0
3.325065984 2.98837e-05 3.325096 2.98851e-05 0.0369366 2 1 77.213403 79.171573 34.182 0.000 1 113.384823 73.092834 113.384823 73.092834 161.37 163.223 1.91861e+06 1.86576e+06 20165.5 20165.5 1338.47 653583 0.679999 102497 460877 5.05629e+06 3.62043e+07 1.44099e+08 2.81915e+08 0.25631 0.742947 0 0 0 0 -1.000000000000 -1.000000000000 0
3.325095868 2.98851e-05 3.325126 2.98865e-05 0.0369368 2 1 77.208920 79.170404 34.186 0.000 1 117.525966 73.096215 117.525966 73.096215 161.374 163.231 1.91914e+06 1.86572e+06 19808.5 19808.5 1338.52 653630 0.679999 95355.3 460781 5.05592e+06 3.62017e+07 1.36546e+08 2.81894e+08 0.247159 0.742826 0 0 0 0 -1.000000000000 -1.000000000000 0
3.325125753 2.98865e-05 3.325156 2.98878e-05 0.036937 2 1 77.204437 79.169235 34.190 0.000 1 121.818439 73.099597 121.818439 73.099597 161.378 163.238 1.91968e+06 1.86569e+06 19457.7 19457.7 1338.56 653678 0.679999 88710.7 460685 5.05556e+06 3.61991e+07 1.29389e+08 2.81872e+08 0.238335 0.742706 0 0 0 0 -1.000000000000 -1.000000000000 0
3.325155639 2.98878e-05 3.325186 2.98892e-05 0.0369372 2 1 77.199954 79.168066 34.194 0.000 1 126.267774 73.102980 126.267774 73.102980 161.382 163.246 1.92021e+06 1.86565e+06 19113.1 19113.1 1338.61 653725 0.679999 82528.8 460589 5.05519e+06 3.61965e+07 1.22607e+08 2.8185e+08 0.229824 0.742585 0 0 0 0 -1.000000000000 -1.000000000000 0
3.325185527 2.98892e-05 3.325215 2.98906e-05 0.0369373 2 1 77.195471 79.166896 34.198 0.000 1 130.879709 73.106363 130.879709 73.106363 161.386 163.254 1.92074e+06 1.86562e+06 18774.6 18774.6 1338.66 653772 0.679999 76777.4 460493 5.05483e+06 3.61938e+07 1.16181e+08 2.81829e+08 0.221617 0.742465 0 0 0 0 -1.000000000000 -1.000000000000 0
3.325215416 2.98906e-05 3.325245 2.98919e-05 0.0369375 2 1 77.190987 79.165727 34.202 0.000 1 135.660187 73.109747 135.660187 73.109747 161.391 163.261 1.92127e+06 1.86559e+06 18442.2 18442.2 1338.71 653819 0.679999 71426.6 460397 5.05446e+06 3.61912e+07 1.10091e+08 2.81807e+08 0.213703 0.742344 0 0 0 0 -1.000000000000 -1.000000000000 0
3.325245307 2.98919e-05 3.325275 2.98933e-05 0.0369377 2 1 77.186503 79.164558 34.206 0.000 1 140.615371 73.113131 140.615371 73.113131 161.395 163.269 1.9218e+06 1.86555e+06 18115.5 18115.5 1338.76 653867 0.679999 66448.4 460301 5.0541e+06 3.61886e+07 1.0432e+08 2.81786e+08 0.20607 0.742224 0 0 0 0 -1.000000000000 -1.000000000000 0
3.325275199 2.98933e-05 3.325305 2.98946e-05 0.0369379 2 1 77.182019 79.163389 34.211 0.000 1 145.751650 73.116516 145.751650 73.116516 161.399 163.276 1.92234e+06 1.86552e+06 17794.7 17794.7 1338.81 653914 0.679999 61817 460205 5.05373e+06 3.6186e+07 9.88517e+07 2.81764e+08 0.19871 0.742104 0 0 0 0 -1.000000000000 -1.000000000000 0
3.325305092 2.98946e-05 3.325335 2.9896e-05 0.036938 2 1 77.177535 79.162220 34.215 0.000 1 151.075646 73.119901 151.075646 73.119901 161.403 163.284 1.92287e+06 1.86548e+06 17479.6 17479.6 1338.86 653961 0.679999 57508.3 460109 5.05336e+06 3.61834e+07 9.36699e+07 2.81742e+08 0.191612 0.741983 0 0 0 0 -1.000000000000 -1.000000000000 0
3.325334987 2.9896e-05 3.325365 2.98974e-05 0.0369382 2 1 77.173051 79.161051 34.219 0.000 1 156.594222 73.123287 156.594222 73.123287 161.408 163.291 1.9234e+06 1.86545e+06 17170 17170 1338.9 654009 0.679999 53499.7 460013 5.053e+06 3.61808e+07 8.87596e+07 2.81721e+08 0.184767 0.741863 0 0 0 0 -1.000000000000 -1.000000000000 0
3.325364883 2.98974e-05 3.325395 2.98987e-05 0.0369384 2 1 77.168566 79.159882 34.223 0.000 1 162.314495 73.126673 162.314495 73.126673 161.412 163.299 1.92394e+06 1.86542e+06 16865.9 16865.9 1338.95 654056 0.679999 49770.3 459917 5.05263e+06 3.61781e+07 8.41067e+07 2.81699e+08 0.178166 0.741743 0 0 0 0 -1.000000000000 -1.000000000000 0
